correct,questions,responses,rt,time_elapsed,trial_index,trial_type,pid
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""a little""]",4709.0,918513,85,survey-multi-choice,13
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""somewhat""]",6814.0,976267,99,survey-multi-choice,13
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",5197.0,1034354,113,survey-multi-choice,13
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",6800.0,1095366,127,survey-multi-choice,13
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",5665.0,1145987,140,survey-multi-choice,13
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""somewhat""]",5075.0,1205722,155,survey-multi-choice,13
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",21059.0,65927,3,survey-multi-choice,14
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""a little""]",14374.0,270284,29,survey-multi-choice,14
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",16562.0,309848,3,survey-multi-choice,15
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""somewhat""]",18771.0,535002,29,survey-multi-choice,15
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""somewhat""]",10763.0,637349,43,survey-multi-choice,15
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",635283.0,1384395,57,survey-multi-choice,15
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",9584.0,1482266,71,survey-multi-choice,15
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",10686.0,1579394,85,survey-multi-choice,15
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",6949.0,1678546,99,survey-multi-choice,15
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",7098.0,1790824,113,survey-multi-choice,15
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",8564.0,1904276,127,survey-multi-choice,15
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",5756.0,2022482,140,survey-multi-choice,15
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",4841.0,2081066,155,survey-multi-choice,15
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",22551.0,141119,3,survey-multi-choice,16
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",18500.0,194699,5,survey-multi-choice,16
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",15868.0,261850,7,survey-multi-choice,16
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""not at all""]",14772.0,626312,33,survey-multi-choice,16
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""a little""]",14763.0,732696,47,survey-multi-choice,16
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""a little""]",8914.0,836003,61,survey-multi-choice,16
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""a little""]",6721.0,924814,75,survey-multi-choice,16
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""a little""]",6687.0,1024409,89,survey-multi-choice,16
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""a little""]",8268.0,1123308,103,survey-multi-choice,16
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",12300.0,1223363,117,survey-multi-choice,16
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""somewhat""]",8819.0,1356115,131,survey-multi-choice,16
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",9895.0,1453668,144,survey-multi-choice,16
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",9383.0,1513803,159,survey-multi-choice,16
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",137733.0,230896,3,survey-multi-choice,17
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",15879.0,429851,29,survey-multi-choice,17
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""very""]",5245.0,534399,43,survey-multi-choice,17
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""somewhat""]",4851.0,640211,57,survey-multi-choice,17
"[False, True, True]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""certain""]",2917.0,772732,71,survey-multi-choice,17
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",3297.0,909552,85,survey-multi-choice,17
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""very""]",99415.0,1082683,99,survey-multi-choice,17
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""somewhat""]",4349.0,1161408,113,survey-multi-choice,17
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",3111.0,1260036,127,survey-multi-choice,17
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""somewhat""]",2420.0,1363094,140,survey-multi-choice,17
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",5729.0,1425773,155,survey-multi-choice,17
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",19402.0,77088,3,survey-multi-choice,18
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",7822.0,97831,5,survey-multi-choice,18
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""somewhat""]",14637.0,256034,31,survey-multi-choice,18
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""a little""]",6859.0,306088,45,survey-multi-choice,18
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""a little""]",6485.0,355950,59,survey-multi-choice,18
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",5627.0,405681,73,survey-multi-choice,18
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""a little""]",4367.0,451309,87,survey-multi-choice,18
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""a little""]",9910.0,504774,101,survey-multi-choice,18
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""a little""]",5924.0,550195,115,survey-multi-choice,18
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""a little""]",3879.0,598092,129,survey-multi-choice,18
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""a little""]",3959.0,639299,142,survey-multi-choice,18
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""not at all""]",5083.0,691670,157,survey-multi-choice,18
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",15705.0,44990,3,survey-multi-choice,19
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",9620.0,58736,5,survey-multi-choice,19
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""very""]",26094.0,220995,31,survey-multi-choice,19
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""very""]",10931.0,286183,45,survey-multi-choice,19
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""very""]",5677.0,340070,59,survey-multi-choice,19
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",7840.0,393622,73,survey-multi-choice,19
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",5409.0,450723,87,survey-multi-choice,19
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""very""]",6999.0,505758,101,survey-multi-choice,19
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",5961.0,557105,115,survey-multi-choice,19
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""very""]",4098.0,674977,129,survey-multi-choice,19
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""very""]",5881.0,777680,142,survey-multi-choice,19
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",4268.0,827400,157,survey-multi-choice,19
"[True, True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""yellow""]",13612.0,60702,3,survey-multi-choice,20
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",12000.0,82544,5,survey-multi-choice,20
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",13523.0,238742,31,survey-multi-choice,20
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""very""]",6019.0,320344,45,survey-multi-choice,20
"[True, True, True]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""certain""]",6148.0,397862,59,survey-multi-choice,20
"[True, True, True]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""certain""]",6654.0,478707,73,survey-multi-choice,20
"[True, True, True]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""certain""]",8981.0,566237,87,survey-multi-choice,20
"[True, True, True]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""certain""]",4886.0,644365,101,survey-multi-choice,20
"[False, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""very""]",4656.0,725838,115,survey-multi-choice,20
"[True, True, True]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""certain""]",6027.0,809879,129,survey-multi-choice,20
"[True, True, True]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""certain""]",15034.0,902674,142,survey-multi-choice,20
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""a little""]",7143.0,947466,157,survey-multi-choice,20
"[True, False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""q (yes)"",""blue""]",54551.0,124963,3,survey-multi-choice,21
"[True, True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?"",""What color is Player B's court?""]","[""q (yes)"",""p (no)"",""blue""]",44592.0,296840,5,survey-multi-choice,21
"[False, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #53BA42'><b>Player G</b></span>"",""<span style='color: #E3B643'><b>Player Y</b></span>"",""somewhat""]",43759.0,630958,31,survey-multi-choice,21
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""very""]",22858.0,769542,45,survey-multi-choice,21
"[True, False, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #4C4FE1'><b>Player B</b></span>"",""very""]",14870.0,883348,59,survey-multi-choice,21
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""somewhat""]",18099.0,1000718,73,survey-multi-choice,21
"[True, True, False]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #E3B643'><b>Player Y</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""somewhat""]",30167.0,1132163,87,survey-multi-choice,21
"[False, True, True]","[""Which player is trying to get the ball <b>into</b> the hole?"",""Which player is trying to <b>avoid</b> the hole?"",""How confident are you in your response to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Player B</b></span>"",""<span style='color: #53BA42'><b>Player G</b></span>"",""certain""]",12716.0,1245855,101,survey-multi-choice,21
